Upload PDF,Your Question,Answer,flag,username,timestamp
/Users/tirth/Downloads/rag-using-nlp/flagged/Upload PDF/efa16750f0439f45fcec538a2e17c8c3ccfa0d3d/RP_UoB.pdf,,Please upload a PDF and enter a query.,,,2025-04-10 19:19:12.206168
